Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Policy/Epsilon,Policy/Beta,Is Training
2590000,0.45569637,3.5417151,3000.0,2157.2426524162292,2157.2426524162292,0.084304474,0.14129448,0.00014504351,0.14834785,0.002422556,1.0
2600000,0.47409162,3.5934677,3000.0,2131.9630066007376,2131.9630066007376,0.17902239,0.13882387,0.00014442655,0.14814211,0.0024122933,1.0
2610000,0.51458347,3.489212,3000.0,2141.2357338269553,2141.2357338269553,0.10623236,0.14578503,0.00014380997,0.14793661,0.0024020388,1.0
2620000,0.80602896,2.6611915,3000.0,1413.2945596973102,1413.2945596973102,0.19595405,0.13970964,0.00014319301,0.14773098,0.002391776,1.0
2630000,1.0423218,2.291497,3000.0,1403.0888628661633,1403.0888628661633,0.29876596,0.13930172,0.00014257645,0.14752546,0.0023815203,1.0
2640000,0.7000527,3.028487,3000.0,1658.4551262060802,1658.4551262060802,0.105869375,0.1426087,0.00014195945,0.1473198,0.0023712586,1.0
2650000,0.4867629,3.5030987,3000.0,2016.2698578039806,2016.2698578039806,0.20632493,0.14603843,0.00014134291,0.14711428,0.002361003,1.0
2660000,0.61435163,3.3054016,3000.0,2045.630424246192,2045.630424246192,0.13450219,0.13871203,0.00014072594,0.14690861,0.0023507404,1.0
2670000,0.65731215,3.2259955,3000.0,2050.874161720276,2050.874161720276,0.08648229,0.13540013,0.00014010895,0.14670298,0.0023404772,1.0
2680000,0.72274536,3.2806273,3000.0,1899.9209193785985,1899.9209193785985,0.060605623,0.14846453,0.00013949236,0.14649746,0.0023302217,1.0
2690000,0.605666,3.4277415,3000.0,2022.4485819488764,2022.4485819488764,0.1695749,0.13787128,0.00013887542,0.14629176,0.00231996,1.0
2700000,0.43172926,3.7007947,3000.0,2178.7935439745584,2178.7935439745584,0.081819974,0.14136621,0.00013825882,0.14608625,0.0023097044,1.0
2710000,0.5840107,3.5431082,3000.0,2136.12159148852,2136.12159148852,0.096068926,0.13798046,0.00013764188,0.1458806,0.0022994415,1.0
2720000,0.49905166,3.6444366,3000.0,2182.9634046554565,2182.9634046554565,0.12595083,0.13171397,0.00013702529,0.1456751,0.0022891867,1.0
2730000,0.60386467,3.469575,3000.0,1978.9411508639653,1978.9411508639653,0.16775785,0.13474156,0.00013640836,0.14546944,0.0022789242,1.0
2740000,0.3406446,3.908449,3000.0,2243.9142355918884,2243.9142355918884,0.08083392,0.13954176,0.00013579136,0.14526376,0.0022686615,1.0
2750000,0.6595322,3.4124553,3000.0,2039.1852607131004,2039.1852607131004,0.12538318,0.13821934,0.00013517476,0.14505826,0.0022584058,1.0
2760000,0.36635667,3.970398,3000.0,2413.437032699585,2413.437032699585,0.032763176,0.13949285,0.00013455782,0.14485261,0.0022481435,1.0
2770000,0.8173006,3.076186,3000.0,1637.5982514619827,1637.5982514619827,0.6822426,0.14721274,0.00013394126,0.14464709,0.0022378883,1.0
2780000,0.62397563,3.3461816,3000.0,2036.0786098986864,2036.0786098986864,0.1298209,0.14263217,0.0001333243,0.14444138,0.0022276263,1.0
2790000,0.7329525,3.0176876,3000.0,1794.3030527830124,1794.3030527830124,0.13083504,0.14129347,0.00013270768,0.14423586,0.0022173706,1.0
2800000,0.8305943,2.7400365,3000.0,1689.2657849043608,1689.2657849043608,0.31125978,0.1457989,0.00013209076,0.14403023,0.0022071078,1.0
2810000,0.6898759,3.1181278,3000.0,1633.2421057969332,1633.2421057969332,0.19864799,0.14617531,0.00013147375,0.14382456,0.0021968451,1.0
2820000,0.54700494,3.4860933,3000.0,2097.9510707855225,2097.9510707855225,0.08221347,0.13715525,0.00013085721,0.14361905,0.0021865906,1.0
2830000,0.5344497,3.538425,3000.0,2173.750281651815,2173.750281651815,0.07802287,0.14153877,0.00013024022,0.14341338,0.0021763279,1.0
2840000,0.80774426,2.8930943,3000.0,1740.634580001235,1740.634580001235,0.2757697,0.13629809,0.00012962366,0.14320788,0.0021660721,1.0
2850000,0.68053836,3.1574314,3000.0,1818.5968547066052,1818.5968547066052,0.2747372,0.13672648,0.00012900667,0.14300218,0.00215581,1.0
2860000,0.45129976,3.4313335,3000.0,2052.7532880306244,2052.7532880306244,None,None,None,None,None,1.0
2870000,0.46510863,3.6013372,3000.0,2027.2479844242334,2027.2479844242334,0.15017922,0.13909246,0.00012839014,0.14279667,0.0021455544,1.0
2880000,0.6671958,3.2704222,3000.0,1436.4946271777153,1436.4946271777153,0.047558285,0.13427606,0.00012777314,0.14259103,0.0021352917,1.0
2890000,0.41331914,3.6997786,3000.0,2272.443298151096,2272.443298151096,1.060143,0.1635084,0.00012715615,0.14238535,0.002125029,1.0
2900000,0.54278064,3.4360194,3000.0,2080.2391019687057,2080.2391019687057,0.0641125,0.14784269,0.00012653961,0.14217985,0.0021147742,1.0
2910000,0.44225186,3.658584,3000.0,2159.131016254425,2159.131016254425,0.05509486,0.14083901,0.00012592261,0.1419742,0.0021045117,1.0
2920000,0.44656092,3.6420953,3000.0,2168.045173009237,2168.045173009237,0.16198747,0.1445,0.00012530608,0.14176868,0.002094256,1.0
2930000,0.6034216,3.3941004,3000.0,2095.2777749300003,2095.2777749300003,0.09577156,0.14188652,0.00012468906,0.14156297,0.0020839937,1.0
2940000,0.69971,3.328959,3000.0,1840.45909447968,1840.45909447968,0.17426947,0.1341387,0.00012407253,0.14135745,0.0020737385,1.0
2950000,0.6401614,3.151612,3000.0,1950.6217367053032,1950.6217367053032,0.24234003,0.1360928,0.00012345554,0.14115179,0.0020634755,1.0
2960000,0.60914093,3.358419,3000.0,1947.1546990275383,1947.1546990275383,0.15897766,0.13448496,0.00012283855,0.14094616,0.0020532138,1.0
2970000,0.5091532,3.5331604,3000.0,1944.6103555957477,1944.6103555957477,0.17074484,0.14229463,0.00012222199,0.14074063,0.0020429583,1.0
2980000,0.48684585,3.5168421,3000.0,2057.0346801280975,2057.0346801280975,0.18054044,0.14152087,0.000121605,0.140535,0.0020326953,1.0
2990000,0.4994527,3.4384925,3000.0,1946.5521774385124,1946.5521774385124,0.13108335,0.14492434,0.00012098846,0.14032947,0.0020224396,1.0
3000000,0.50772476,3.4754982,3000.0,1939.2695069114368,1939.2695069114368,0.3269801,0.13793856,0.00012037147,0.14012381,0.0020121783,1.0
3010000,0.73623174,2.8007808,3000.0,2025.7790973186493,2025.7790973186493,0.06686936,0.13596617,0.00011975449,0.13991812,0.0020019151,1.0
3020000,0.36360514,3.6553783,3000.0,1888.7630497664213,1888.7630497664213,0.13893716,0.14176765,0.000119137934,0.13971262,0.0019916594,1.0
3030000,0.41570148,3.6350114,3000.0,2189.3571654955545,2189.3571654955545,0.08764753,0.13904837,0.00011852093,0.13950694,0.0019813979,1.0
3040000,0.41647202,3.6158423,3000.0,2068.2333131631217,2068.2333131631217,0.24535309,0.13408397,0.000117904376,0.13930143,0.0019711421,1.0
3050000,0.4961876,3.4275162,3000.0,2154.663316786289,2154.663316786289,0.086061075,0.14152142,0.000117287396,0.13909578,0.0019608792,1.0
3060000,0.74340415,3.0117157,3000.0,1674.6294888108969,1674.6294888108969,0.15594254,0.14023174,0.000116670846,0.13889027,0.0019506236,1.0
3070000,0.73949337,2.8695025,3000.0,1507.7597882846992,1507.7597882846992,0.2341391,0.14409618,0.00011605387,0.13868462,0.0019403616,1.0
3080000,0.35644823,3.6856823,3000.0,2215.472769379616,2215.472769379616,0.23885024,0.1355707,0.00011543688,0.13847898,0.0019300989,1.0
3090000,0.5047919,3.3513694,3000.0,1872.0857185920079,1872.0857185920079,0.12512355,0.13780448,0.000114820316,0.13827343,0.0019198435,1.0
3100000,0.3030876,3.832305,3000.0,2294.452379067739,2294.452379067739,0.03732955,0.13908996,0.000114203336,0.13806774,0.0019095805,1.0
3110000,0.46569103,3.423987,3000.0,2078.9343904852867,2078.9343904852867,0.09317863,0.13944615,0.000113586786,0.13786222,0.0018993261,1.0
3120000,0.46596858,3.5864832,3000.0,2173.6294005711875,2173.6294005711875,0.025211267,0.13746269,0.00011296981,0.13765658,0.0018890632,1.0
3130000,0.29322454,3.771812,3000.0,2175.531781564156,2175.531781564156,0.08516546,0.14471017,0.00011235325,0.13745104,0.0018788074,1.0
3140000,0.45180902,3.5493023,3000.0,2217.3964555859566,2217.3964555859566,0.051284943,0.14018996,0.00011173625,0.1372454,0.0018685455,1.0
3150000,0.48638952,3.5032337,3000.0,1666.6924838225048,1666.6924838225048,1.5478171,0.13674471,0.000111119276,0.13703975,0.0018582828,1.0
3160000,0.28571904,3.7666109,3000.0,2252.1099149386087,2252.1099149386087,0.058347367,0.13772574,0.000110502726,0.13683425,0.0018480272,1.0
3170000,0.37401456,3.6341417,3000.0,2222.653633236885,2222.653633236885,0.07413188,0.13910615,0.00010988579,0.1366286,0.0018377653,1.0
3180000,0.3122901,3.8520477,3000.0,2242.4382297197976,2242.4382297197976,0.049683075,0.13849482,0.00010926918,0.13642302,0.00182751,1.0
3190000,0.4804826,3.5561683,3000.0,2253.304212252299,2253.304212252299,0.0913734,0.13820358,0.000108652195,0.13621739,0.001817247,1.0
3200000,0.352008,3.7200022,3000.0,2169.368026584387,2169.368026584387,0.080108434,0.13232422,0.00010803566,0.13601185,0.0018069918,1.0
3210000,0.59419423,3.2753468,3000.0,1998.8480978906155,1998.8480978906155,0.120193094,0.14156955,0.000107418695,0.13580622,0.0017967297,1.0
3220000,0.44246808,3.3260899,3000.0,1893.4111970265706,1893.4111970265706,0.12607849,0.14075436,0.0001068017,0.13560057,0.0017864667,1.0
3230000,0.5486454,3.3577654,3000.0,1970.8429227769375,1970.8429227769375,None,None,None,None,None,1.0
3240000,0.5718253,3.2596211,3000.0,1874.8582586447399,1874.8582586447399,0.21489888,0.13764109,0.000106185114,0.13539502,0.0017762111,1.0
3250000,0.3928992,3.6525443,3000.0,2302.0939321915307,2302.0939321915307,0.26067725,0.13823803,0.00010556818,0.13518932,0.0017659491,1.0
3260000,0.2658376,3.8932207,3000.0,2148.6818254590034,2148.6818254590034,0.11511627,0.14071214,0.000104951585,0.13498381,0.0017556936,1.0
3270000,0.35759532,3.7091923,3000.0,2235.96415690581,2235.96415690581,0.029705504,0.13642138,0.00010433462,0.13477814,0.0017454309,1.0
3280000,0.61483777,3.3975627,3000.0,2134.0246415138245,2134.0246415138245,0.059124194,0.14588885,0.000103718055,0.13457263,0.0017351755,1.0
3290000,0.3310326,3.8076923,3000.0,1975.9648370444775,1975.9648370444775,0.48911858,0.14197402,0.000103101105,0.13436699,0.0017249136,1.0
3300000,0.29804775,3.782798,3000.0,2275.8819052378335,2275.8819052378335,0.03230868,0.13675165,0.00010248412,0.13416134,0.0017146507,1.0
3310000,0.45673788,3.4524837,3000.0,2110.2867966890335,2110.2867966890335,0.107257985,0.14272444,0.00010186751,0.13395582,0.001704395,1.0
3320000,0.44317448,3.5468786,3000.0,2084.991774916649,2084.991774916649,0.05811996,0.14155911,0.00010125057,0.13375019,0.0016941332,1.0
3330000,0.34293726,3.8013613,3000.0,2227.7588969071708,2227.7588969071708,0.06818389,0.14846995,0.00010063401,0.13354465,0.0016838777,1.0
3340000,0.39072928,3.7289398,3000.0,2132.437247355779,2132.437247355779,0.2955914,0.13914351,0.00010001703,0.13333897,0.0016736147,1.0
3350000,0.34350318,3.7687647,3000.0,2219.402004145086,2219.402004145086,0.14379036,0.13616097,9.940043e-05,0.13313344,0.0016633592,1.0
3360000,0.3782764,3.7428668,3000.0,2197.146171092987,2197.146171092987,0.20387328,0.14075239,9.8783494e-05,0.13292779,0.0016530973,1.0
